model,false_positive_rate,true_positive_rate,threshold
MLP,0.06029842453146886,0.38324680258325944,0.5509536266326904
MLP,0.060854063690138564,0.3842851715841459,0.5487155914306641
MLP,0.06134024795397456,0.3853615296948208,0.5465167760848999
MLP,0.06188431129683864,0.3864758769152843,0.5440838932991028
MLP,0.06241679882389711,0.3874129416234013,0.542174220085144
MLP,0.06299558961417806,0.3885652779536533,0.5401456356048584
MLP,0.06357438040445901,0.38980625554007853,0.5377247929573059
MLP,0.06414159537893432,0.3909585918703305,0.5354975461959839
MLP,0.0646740829059928,0.3926174496644295,0.5323804020881653
MLP,0.06514869135402318,0.39365581866531596,0.5304465293884277
MLP,0.06566960306527603,0.3949221223249335,0.5279326438903809
MLP,0.06629469711877944,0.39661896922882106,0.5246484875679016
MLP,0.06688506372486601,0.39767000126630364,0.5225787162780762
MLP,0.0674291270677301,0.39855641382803597,0.5206432938575745
MLP,0.06806579693703914,0.3999620108902115,0.5181567668914795
MLP,0.06862143609570885,0.40106369507407874,0.5158604383468628
MLP,0.06913077199115608,0.40206407496517665,0.5139634013175964
MLP,0.06965168370240893,0.40325440040521715,0.5116174817085266
MLP,0.07032308101913483,0.4045460301380271,0.5088590979576111
MLP,0.07087872017780453,0.4059009750538179,0.5064343214035034
MLP,0.07155011749453043,0.40682537672533875,0.503929615020752
MLP,0.07220993899545071,0.40791439787260986,0.5015519857406616
MLP,0.0728813363121766,0.40900341901988096,0.49951255321502686
MLP,0.07348327873406878,0.40991515765480563,0.4972988963127136
MLP,0.07400419044532164,0.41090287450930735,0.49536582827568054
MLP,0.07445564726174077,0.4118652652906167,0.4934485852718353
MLP,0.07498813478879925,0.4127010257059643,0.49152329564094543
MLP,0.07561322884230266,0.4138280359630239,0.48917707800865173
MLP,0.07623832289580608,0.41481575281752564,0.4871568977832794
MLP,0.07685184113350388,0.4158667848550082,0.4850705862045288
MLP,0.07739590447636797,0.41685450170950994,0.4830169677734375
MLP,0.0779631194508433,0.41780422945422313,0.48100996017456055
MLP,0.07853033442531862,0.4186020007597822,0.4790216386318207
MLP,0.07910912521559957,0.4197036849436495,0.47730714082717896
MLP,0.0796184611110468,0.42071672787134357,0.475435346364975
MLP,0.08012779700649403,0.421831075091807,0.4733370542526245
MLP,0.0807760426916087,0.4229200962390781,0.4711381494998932
MLP,0.08134325766608402,0.4238698239837913,0.4695437252521515
MLP,0.08191047264055934,0.42488286691148536,0.46764326095581055
MLP,0.08247768761503467,0.4261871596808915,0.4653909206390381
MLP,0.08303332677370438,0.427162213498797,0.46365851163864136
MLP,0.08368157245881903,0.4282132455362796,0.4618505537509918
MLP,0.08426036324909998,0.4294288970495125,0.4597390294075012
MLP,0.0848854573026034,0.4304166139040142,0.4576962888240814
MLP,0.0856147336983574,0.4317335697100165,0.4554223418235779
MLP,0.08618194867283271,0.43289856907686464,0.4533407390117645
MLP,0.08688807343697547,0.43360769912625047,0.451664537191391
MLP,0.08761734983272947,0.43467139420032924,0.44978880882263184
MLP,0.08818456480720478,0.4357224262378118,0.4480012357234955
MLP,0.08880965886070821,0.43672280612890974,0.4460587799549103
MLP,0.08943475291421163,0.43764720780043054,0.4443759322166443
MLP,0.08993251299385324,0.4384449791059896,0.4429595172405243
MLP,0.0905228795999398,0.43945802203368367,0.4410499036312103
MLP,0.09109009457441514,0.4407369887298974,0.4391839802265167
MLP,0.0916804611805017,0.4419019880967456,0.4375056326389313
MLP,0.09224767615497702,0.44306698746359374,0.43550071120262146
MLP,0.09287277020848045,0.4441560086108649,0.4337159991264343
MLP,0.09348628844617825,0.4453336710143092,0.4319942593574524
