model,split,threshold,accuracy,balanced_accuracy,precision,recall,specificity,f1,predicted_positive_rate,tn,fp,fn,tp,selected
ensemble,validation,0.28,0.738432517511925,0.6903193667745251,0.7118221016349776,0.9422125824390613,0.43842615110998895,0.8109717977215893,0.7882453832197912,236160,302494,45826,747184,False
ensemble,validation,0.29,0.7410563024907184,0.6944364753498998,0.7154080402647662,0.9385114941804013,0.45036145651939835,0.8119121333708608,0.7812135794014106,242589,296065,48761,744249,False
ensemble,validation,0.3,0.7437251438801379,0.6985878417027419,0.7190703701332837,0.9349011992282569,0.46227448417722694,0.8129036360964976,0.7742448545579065,249006,289648,51624,741386,False
ensemble,validation,0.31,0.7461424203102284,0.7025294761690013,0.7227104910961231,0.9308621581064551,0.47419679423154754,0.8136852623346648,0.7670170553533023,255428,283226,54827,738183,False
ensemble,validation,0.32,0.7485168931502241,0.706436362540403,0.7264062452123564,0.9267461948777443,0.4861265302030617,0.8144369597873143,0.7597404450371865,261854,276800,58091,734919,False
ensemble,validation,0.33,0.7505797258167225,0.7100241256452975,0.7299730538922156,0.92235028562061,0.4976979656699848,0.8149625907376561,0.7524420574559348,268087,270567,61577,731433,False
ensemble,validation,0.34,0.7525667135253337,0.7135523755618827,0.7335892081052097,0.91780935927668,0.5092953918470855,0.8154240343453423,0.745046798591837,274334,264320,65178,727832,False
ensemble,validation,0.35,0.7543899962753368,0.7169226310907925,0.7371862222873805,0.9130805412289883,0.5207647209525966,0.8157594998743828,0.7375914645135709,280512,258142,68928,724082,False
ensemble,validation,0.36,0.7560135289382307,0.7200968868015409,0.7407387216885067,0.9081360890783219,0.5320576845247599,0.8159401324473298,0.7300790589818452,286595,252059,72849,720161,False
ensemble,validation,0.37,0.7576415672421872,0.7232960644376357,0.7444027523698653,0.9031096707481621,0.5434824581271094,0.8161119942567048,0.7224645255860337,292749,245905,76835,716175,False
ensemble,validation,0.38,0.759138191015151,0.7263494730473865,0.7480365082883143,0.8980126354018234,0.5546863106929495,0.8161922002873331,0.7148973014213795,298784,239870,80877,712133,False
ensemble,validation,0.39,0.7603622235038268,0.7291442338060115,0.7515988629835745,0.8925839522830733,0.5657045153289496,0.8160468257230197,0.7072076740078579,304719,233935,85182,707828,False
ensemble,validation,0.4,0.7616238030013577,0.7320160727964424,0.7553365468764597,0.88702538429528,0.5770067612976048,0.8159013893939315,0.6993258059089981,310807,227847,89590,703420,False
ensemble,validation,0.41,0.7627059077965613,0.7346949423766035,0.7590170023109938,0.8813444975473197,0.5880453872058873,0.8156195553107491,0.6914777301181079,316753,221901,94095,698915,False
ensemble,validation,0.42,0.7635762474618222,0.7371462873919503,0.7626120777621683,0.8755185937125636,0.5987739810713371,0.8151743514691266,0.6836687032164269,322532,216122,98715,694295,False
ensemble,validation,0.43,0.7643775006307898,0.7395443892617976,0.7662758058171296,0.8695564999180339,0.6095322786055613,0.8146557631147425,0.6757665597327854,328327,210327,103443,689567,False
ensemble,validation,0.44,0.7650525958500042,0.7418115562389778,0.7699317832490603,0.8634884805992358,0.6201346318787199,0.8140308289263847,0.6678644162491439,334038,204616,108255,684755,False
ensemble,validation,0.45,0.7655031599562653,0.7438383958830692,0.7734899538853813,0.8572628340121814,0.630413957753957,0.8132246590270871,0.6599990688341804,339575,199079,113192,679818,False
ensemble,validation,0.46,0.7659402071393384,0.7458663910480455,0.7771561438684542,0.850961526336364,0.640771255759727,0.8123859724522084,0.6520571255211525,345154,193500,118189,674821,False
ensemble,validation,0.47,0.7661024102175924,0.7476347400264055,0.7807556907691824,0.8443210047792588,0.6509484752735523,0.8112951605584209,0.6439860204976631,350636,188018,123455,669555,False
ensemble,validation,0.48,0.7662090437227409,0.7493290401203536,0.7843659784989403,0.8377031815487825,0.6609548986919247,0.8101576577263262,0.6359975188936549,356026,182628,128703,664307,False
ensemble,validation,0.49,0.7660573538069663,0.750758808200993,0.7878707072929534,0.8308533309794328,0.6706642854225533,0.8087913517786658,0.6279909947253962,361256,177398,134135,658875,False
ensemble,validation,0.5,0.7658208076511793,0.7521354903215272,0.7914804888923351,0.8237840632526702,0.6804869173903841,0.8073092574948127,0.6198079996155186,366547,172107,139741,653269,False
ensemble,validation,0.51,0.7653454625190739,0.7532232445757155,0.7948917159146001,0.8166883141448406,0.6897581750065905,0.8056426156807742,0.6118322639945212,371541,167113,145368,647642,False
ensemble,validation,0.52,0.7646493409749006,0.7540940697213598,0.7982406610517728,0.8093554936255533,0.6988326458171665,0.8037596536640406,0.6037949512790013,376429,162225,151183,641827,False
ensemble,validation,0.53,0.7638976498576218,0.7549456284086083,0.8017314532632447,0.8018133440940215,0.7080779127231952,0.801772396587607,0.5955638959977892,381409,157245,157164,635846,False
ensemble,validation,0.54,0.7628538430114503,0.7554807614587442,0.8050366968841207,0.7940820418405821,0.7168794810769065,0.7995218472996625,0.5873996743923392,386150,152504,163295,629715,False
ensemble,validation,0.55,0.7618190474474041,0.7560252470012137,0.8084428927577342,0.7863583056960189,0.7256921883064082,0.7972476870688724,0.5792354527868891,390897,147757,169420,623590,False
ensemble,validation,0.56,0.7604958908553509,0.7563008213077853,0.8117776424459173,0.7782638302165168,0.7343378123990539,0.7946675456662381,0.5709180393853104,395554,143100,175839,617171,False
ensemble,validation,0.57,0.7590165387064605,0.7564196448976168,0.8150873179124859,0.7700155105231964,0.7428237792720374,0.7919106142063548,0.5625735921373559,400125,138529,182380,610630,True
ensemble,validation,0.58,0.7573321798892213,0.7563413301421138,0.8183569982464747,0.7615288584002724,0.7511538018839552,0.7889208806023964,0.5541502961708058,404612,134042,189110,603900,False
ensemble,validation,0.59,0.7557071453459732,0.7563360485883213,0.8218160649998348,0.7530434672954944,0.7596286298811482,0.7859281496231388,0.5456691778106189,409177,129477,195839,597171,False
ensemble,validation,0.6,0.7536886181499237,0.7559581025384468,0.8251271825191508,0.7440763672589249,0.7678398378179685,0.7825086000885869,0.5370078338079275,413600,125054,202950,590060,False
ensemble,validation,0.61,0.7515889894147473,0.7555501710224356,0.8286401333302996,0.7348116669398873,0.7762886751049839,0.7789104052462663,0.5280731475807712,418151,120503,210297,582713,False
ensemble,validation,0.62,0.749298621874587,0.7549493398384969,0.8321066305599435,0.7253653800078184,0.7845332996691754,0.7750782526911785,0.5191129293875932,422592,116062,217788,575222,False
ensemble,validation,0.63,0.7468009948455466,0.7541807404925027,0.8356488776703376,0.7155445706863722,0.7928169102986332,0.7709470640823236,0.509913912218097,427054,111600,225576,567434,False
ensemble,validation,0.64,0.744190726789941,0.7533416809622249,0.8393675953378387,0.7054324661731882,0.8012508957512615,0.7665939011238234,0.5004806017133451,431597,107057,233595,559415,False
ensemble,validation,0.65,0.7411869660815341,0.7521463321175544,0.8430121182446906,0.69476929673018,0.8095233675049289,0.7617453700823327,0.49078446214660754,436053,102601,242051,550959,False
ensemble,validation,0.66,0.7379121159691935,0.7506715643772675,0.846528834671849,0.6838703168938601,0.8174728118606749,0.7565554931660209,0.4810785603575677,440335,98319,250694,542316,False
ensemble,validation,0.67,0.7343556632904397,0.7489624398486292,0.8501086365672439,0.6724896281257488,0.8254352515715098,0.7509390416740886,0.47108054283963524,444624,94030,259719,533291,False
ensemble,validation,0.68,0.730468045993584,0.7469940178450856,0.8538112936880543,0.6604733862120276,0.8335146494781437,0.7448000284403996,0.4606567422412861,448976,89678,269248,523762,False
ensemble,validation,0.69,0.7263333693784618,0.7448008899830985,0.8575380498076236,0.6481154083807266,0.8414863715854705,0.7382623409530321,0.4500729913852143,453270,85384,279048,513962,False
ensemble,validation,0.7,0.7217691549820375,0.7422747998749251,0.8614237271896718,0.6349188534823016,0.8496307462675484,0.7310280042743977,0.43892002787489937,457657,80997,289513,503497,False
ensemble,validation,0.71,0.7167611349409461,0.7394439614759611,0.8656653681442855,0.6206895247222608,0.8581983982296614,0.7229894132292405,0.42698082999915893,462272,76382,300797,492213,False
ensemble,validation,0.72,0.7113836523327206,0.7362606348712518,0.869845136907951,0.606018839611102,0.8665024301314016,0.7143511175787701,0.41488543656658133,466745,71909,312431,480579,False
ensemble,validation,0.73,0.7055173076692018,0.7326867948086065,0.8742167603940283,0.5904427434710785,0.8749308461461346,0.7048395084773063,0.40220055509497893,471285,67369,324783,468227,False
ensemble,validation,0.74,0.6987993968448497,0.728340793186525,0.8783270329025358,0.573678768237475,0.883002818135575,0.6940434672500542,0.38895246849055015,475633,63021,338077,454933,False
ensemble,validation,0.75,0.6918216607192205,0.7238457089188488,0.8830014694635857,0.5561859245154538,0.8915054933222439,0.6824865068951004,0.37509612034266904,480213,58441,351949,441061,False
ensemble,validation,0.76,0.6840531845871031,0.7186896759030386,0.8878050406581982,0.5373526185041803,0.900026733301897,0.6694899476585385,0.3604340133847577,484803,53851,366884,426126,False
ensemble,validation,0.77,0.6757515409292434,0.7130487651233584,0.8926372632567523,0.5177816168774668,0.90831591336925,0.6553956019224231,0.3454264739453796,489268,49386,382404,410606,False
ensemble,validation,0.78,0.6667229871799493,0.7068141944732553,0.8977848252670717,0.49691933266919713,0.9167090562773135,0.6397437531302331,0.32960791911473164,493789,44865,398948,394062,False
ensemble,validation,0.79,0.6573137067608646,0.7001893935765748,0.9028765356162449,0.47571657356149355,0.9246622135916562,0.6231183501687673,0.3137645832582393,498073,40581,415762,377248,False
ensemble,validation,0.8,0.6472053010368982,0.6929805660386694,0.9083152256304007,0.4533271963783559,0.932633935698983,0.6048048856400206,0.2972071032933232,502367,36287,433517,359493,False
ensemble,validation,0.81,0.636264853596703,0.684979647046933,0.9134443042349518,0.4299365707872536,0.9400227233066124,0.5846787297183049,0.2802891720433983,506347,32307,452066,340944,False
ensemble,validation,0.82,0.624859574186882,0.6765163921395596,0.9185109544849067,0.4060705413550901,0.9469622429240292,0.5631669198152846,0.2632698638695647,510085,28569,470992,322018,False
ensemble,validation,0.83,0.6132342693051701,0.6678136156477736,0.9237342910627504,0.382067060945007,0.9535601703505404,0.5405545723134892,0.24630687620901368,513639,25015,490027,302983,False
ensemble,validation,0.84,0.6009924425380576,0.6585160789878046,0.9288116261233801,0.35735488833684315,0.9596772696387662,0.5161312648208386,0.22911635367480085,516934,21720,509624,283386,False
ensemble,validation,0.85,0.5883826550841654,0.6488518331502754,0.9340013895190563,0.3322694543574482,0.9654342119431026,0.490163906979859,0.21184923524252364,520035,18619,529517,263493,False
ensemble,validation,0.86,0.5756707397661872,0.6390473533833747,0.9394597220722736,0.3072432882309176,0.9708514185358319,0.4630496466031522,0.19475483305097982,522953,15701,549363,243647,False
ensemble,validation,0.87,0.5626201504283362,0.6288382308717653,0.944344794695726,0.2821578542515227,0.9755186074920078,0.43449445653239815,0.17792851650266134,525467,13187,569256,223754,False
ensemble,validation,0.88,0.5497903375025532,0.61873706807782,0.9492310121292048,0.25777102432504,0.9797031118306,0.4054413214354426,0.16171346525850364,527721,10933,588595,204415,False
ensemble,validation,0.89,0.5368463816698507,0.6084751626391689,0.9541483928488603,0.23346742159619677,0.9834829036821411,0.3751424701306622,0.14571168102464285,529757,8897,607868,185142,False
ensemble,validation,0.9,0.5239189465210443,0.5981577571758758,0.9590458266461915,0.20948537849459653,0.9868301358571551,0.34386086927723064,0.1300763555972077,531560,7094,626886,166124,False
ensemble,validation,0.91,0.5110162923980824,0.5877599301160933,0.9632225197570374,0.18597369516147338,0.9895461650707132,0.3117553798672473,0.11497645051604609,533023,5631,645531,147479,False
ensemble,validation,0.92,0.4982645772507179,0.5774316711093636,0.9673620936168938,0.1629575919597483,0.9919057502589789,0.2789281640238421,0.10031584543848898,534294,4360,663783,129227,False
ensemble,validation,0.93,0.48523351235747153,0.5668069347676241,0.9711063203281102,0.13973468178207085,0.9938791877531774,0.24431441113504526,0.08568828172872436,535357,3297,682199,110811,False
ensemble,validation,0.94,0.47194862968436485,0.5559405042238893,0.9753394790597251,0.11620660521304901,0.9956744032347296,0.20767037035785071,0.07095108075310289,536324,2330,700857,92153,False
ensemble,validation,0.95,0.45848201948839945,0.5448702808253804,0.9795224119530416,0.09259025737380361,0.9971503042769571,0.16918787515697548,0.056290475675545786,537119,1535,719585,73425,False
