model,recall,precision,threshold
MLP,0.8563045212465321,0.6957572544965019,0.06401754170656204
MLP,0.8555229356612957,0.6960976507068902,0.06433915346860886
MLP,0.8546961343810456,0.69639666428953,0.06464028358459473
MLP,0.8539016300258052,0.6967155227388915,0.06496240198612213
MLP,0.8530683693605532,0.6970036020107928,0.06528469920158386
MLP,0.8522641759278099,0.6973162662382276,0.06562329828739166
MLP,0.8515051981900803,0.6976686954220693,0.06593242287635803
MLP,0.8507203829123429,0.6980046108593688,0.06624013930559158
MLP,0.8499194191721007,0.6983300560716911,0.06656631082296371
MLP,0.849028024041831,0.6985857254468438,0.06687008589506149
MLP,0.8481430882965633,0.6988511620109056,0.0671987384557724
MLP,0.8473905699438357,0.6992135762692442,0.0675308033823967
MLP,0.8465734577410885,0.6995423066145368,0.06784586608409882
MLP,0.8457337376908345,0.6998439220465454,0.06814859807491302
MLP,0.8449037067180833,0.7001525532598223,0.06846822798252106
MLP,0.8441221211328469,0.7005041449235742,0.06882116943597794
MLP,0.8432565635425852,0.7007888386973828,0.06913259625434875
MLP,0.8424652888798457,0.70113805579,0.06943367421627045
MLP,0.8416417172920966,0.7014481440607252,0.06975563615560532
MLP,0.840750322161827,0.7017157490396927,0.07007428258657455
MLP,0.8399687365765905,0.7020702240290679,0.07040750235319138
MLP,0.8391613134513463,0.7024059906463734,0.0707075297832489
MLP,0.8383345121710962,0.702732190137909,0.07106432318687439
MLP,0.8374689545808344,0.7030325213171201,0.0714075118303299
MLP,0.8366389236080832,0.7033597793091464,0.07175219058990479
MLP,0.83583473017534,0.7037040058298256,0.07210579514503479
MLP,0.8349982398175869,0.7040315882633263,0.07246056199073792
MLP,0.8341682088448359,0.7043367757382718,0.07281000912189484
MLP,0.8333866232595994,0.7046934227630731,0.0731671154499054
MLP,0.8325533625943474,0.705030481551072,0.0735003873705864
MLP,0.8316619674640777,0.7053095769594215,0.07384764403104782
MLP,0.8308028692588179,0.7056149879306561,0.07421407103538513
MLP,0.829943771053558,0.7059154790290857,0.07454559206962585
MLP,0.8290717540782943,0.7062000170564431,0.07490278035402298
MLP,0.8282255746430383,0.7065132642912441,0.07524379342794418
MLP,0.8273729358227803,0.706829713793798,0.07563222944736481
MLP,0.8264847703850117,0.7071167051216513,0.0759933739900589
MLP,0.8256321315647537,0.7074369461863305,0.07634633034467697
MLP,0.8247924115144997,0.7077456884486729,0.07669132947921753
MLP,0.823913935154234,0.708037746322509,0.07708599418401718
MLP,0.8230903635664848,0.7083818603810821,0.07744379341602325
MLP,0.8222086575137181,0.7086729467308035,0.07781337201595306
MLP,0.821375396848466,0.7090165991067595,0.07822320610284805
MLP,0.8205033798732023,0.7093317399777749,0.0785963237285614
MLP,0.8196152144354336,0.7096259136844343,0.07897400856018066
MLP,0.8188142506951913,0.7099945950941378,0.0793854370713234
MLP,0.8179067071024168,0.7102698366844389,0.07974221557378769
MLP,0.8169700962771335,0.7105246156741467,0.08014784008264542
MLP,0.8161077683793726,0.7108388657589738,0.08050915598869324
MLP,0.8152841967916235,0.7112018932777371,0.08091467618942261
MLP,0.8144509361263714,0.7115374848339494,0.08129289001226425
MLP,0.8135886082286106,0.7118546839721146,0.08166656643152237
MLP,0.8127488881783566,0.7121946663723351,0.0820535272359848
MLP,0.811838114893081,0.7124894770706433,0.08243698626756668
MLP,0.8110210026903338,0.7128331194858577,0.08282030373811722
MLP,0.8101748232550778,0.7131623387330631,0.0831986740231514
MLP,0.8092705093548044,0.7134494265571791,0.08362201601266861
MLP,0.8083532766845268,0.7137280175203963,0.08403330296278
MLP,0.8075103269417718,0.7140629507035616,0.08440062403678894
MLP,0.8066867553540228,0.714414017584907,0.08479142934083939
MLP,0.8057436851437375,0.7146744890885236,0.08520814031362534
MLP,0.8048975057084815,0.7150197821240751,0.08561863005161285
MLP,0.8040707044282314,0.7153648774068232,0.08603374660015106
MLP,0.8031986874529676,0.7156851459618749,0.08645500987768173
MLP,0.8022943735526941,0.7159610678948476,0.08684857934713364
MLP,0.8014643425799429,0.7163186897246494,0.08725885301828384
MLP,0.8006213928371879,0.7166741352144437,0.08764416724443436
MLP,0.7998075103269418,0.7170442864795217,0.0880596861243248
MLP,0.7990323841267073,0.7174399721610022,0.08850164711475372
MLP,0.7981571374589426,0.7177572536377103,0.08892496675252914
MLP,0.797239904788665,0.7180460532439729,0.08936845511198044
MLP,0.7963808065834052,0.718377727991796,0.08978279680013657
MLP,0.7954829520681336,0.7186858975294197,0.09020844846963882
MLP,0.7946044757078679,0.7190230701339084,0.0906333327293396
MLP,0.7937227696551011,0.7193331128328362,0.09108571708202362
MLP,0.7929185762223578,0.7197144699812382,0.09153268486261368
MLP,0.7919302903170589,0.7199402210295137,0.09196402877569199
MLP,0.7910518139567931,0.7202793706807822,0.09238610416650772
MLP,0.7901507297490206,0.7205947324705314,0.09281768649816513
MLP,0.7892722533887548,0.7209338686695558,0.0932123139500618
MLP,0.7883194941009667,0.7212167772245779,0.09362713247537613
MLP,0.7875314491307283,0.7216216296199842,0.09411558508872986
MLP,0.7866658915404664,0.7219523328225359,0.0945589542388916
MLP,0.785742199485187,0.7222477860868585,0.09501965343952179
MLP,0.7848508043549174,0.7225631693813593,0.09546101093292236
MLP,0.7840110843046634,0.7229228895354551,0.09589369595050812
MLP,0.7832262690269259,0.7233517073519937,0.09637698531150818
MLP,0.7823542520516622,0.7237033938814531,0.0968191996216774
MLP,0.7814596272288915,0.7240244292900125,0.09733226150274277
MLP,0.7806231368711385,0.7243939207758773,0.09777936339378357
MLP,0.7797543495883756,0.7247280389990874,0.09826190769672394
MLP,0.778869413843108,0.7250590789101821,0.09870506078004837
MLP,0.7779877077903413,0.7254094781506253,0.09918022900819778
MLP,0.7771318392775823,0.7257741971484329,0.09968963265419006
MLP,0.7762339847623108,0.7261030078186367,0.10015279054641724
MLP,0.7753748865570509,0.7264823808875372,0.1006431058049202
MLP,0.774509328966789,0.7268282925025535,0.10111542791128159
MLP,0.773676068301537,0.727205665835896,0.10157839208841324
MLP,0.772842807636285,0.7276041571646629,0.10206197947263718
MLP,0.7719707906610211,0.727945229676598,0.10256100445985794
MLP,0.771160137843276,0.728356460651022,0.10301513224840164
MLP,0.7702848911755111,0.7286923311946226,0.10352187603712082
MLP,0.7694096445077464,0.7290270458843618,0.10401654243469238
MLP,0.7685021009149718,0.7293388873052509,0.10450343042612076
MLP,0.7676720699422208,0.7297209345163171,0.10500139743089676
MLP,0.7668549577394737,0.7301277359917836,0.10550042241811752
MLP,0.765960332916703,0.7304799393838591,0.10602234303951263
MLP,0.7651109237889461,0.7308494425282747,0.10653267800807953
MLP,0.7642744334311931,0.731230242970901,0.10703765600919724
MLP,0.7633798086084224,0.7315701507319942,0.107503242790699
